trial_id,condition_pct,spike_time_ms
76,6.0,757.5
76,6.0,763.5
77,6.0,68.5
77,6.0,553.5
77,6.0,732.5
78,6.0,9.5
78,6.0,289.5
78,6.0,329.5
78,6.0,348.5
78,6.0,504.5
79,6.0,209.5
80,6.0,28.5
80,6.0,157.5
80,6.0,334.5
80,6.0,699.5
82,6.0,156.5
83,6.0,252.5
83,6.0,306.5
83,6.0,534.5
83,6.0,639.5
84,6.0,75.5
84,6.0,252.5
84,6.0,730.5
85,6.0,54.5
85,6.0,123.5
85,6.0,137.5
85,6.0,193.5
85,6.0,489.5
86,6.0,369.5
86,6.0,547.5
86,6.0,583.5
86,6.0,795.5
87,6.0,577.5
88,6.0,158.5
89,6.0,646.5
90,6.0,317.5
90,6.0,515.5
90,6.0,655.5
91,6.0,85.5
91,6.0,579.5
91,6.0,612.5
92,6.0,566.5
93,6.0,550.5
93,6.0,573.5
94,6.0,708.5
95,6.0,475.5
95,6.0,628.5
96,6.0,394.5
97,6.0,430.5
98,6.0,606.5
98,6.0,649.5
99,6.0,473.5
100,6.0,48.5
100,6.0,194.5
100,6.0,694.5
101,6.0,370.5
103,6.0,581.5
104,6.0,180.5
104,6.0,721.5
104,6.0,786.5
105,6.0,165.5
105,6.0,348.5
107,6.0,666.5
107,6.0,707.5
108,6.0,41.5
108,6.0,227.5
109,6.0,617.5
109,6.0,725.5
110,6.0,57.5
110,6.0,451.5
113,6.0,690.5
114,6.0,16.5
115,6.0,15.5
116,6.0,221.5
116,6.0,452.5
117,6.0,324.5
117,6.0,598.5
117,6.0,791.5
118,6.0,398.5
118,6.0,712.5
119,6.0,313.5
119,6.0,642.5
121,6.0,15.5
121,6.0,364.5
122,6.0,290.5
122,6.0,337.5
122,6.0,349.5
122,6.0,472.5
123,6.0,304.5
123,6.0,499.5
123,6.0,583.5
124,6.0,89.5
124,6.0,94.5
124,6.0,679.5
125,6.0,55.5
125,6.0,329.5
126,6.0,422.5
126,6.0,610.5
126,6.0,691.5
128,6.0,92.5
128,6.0,330.5
128,6.0,489.5
129,6.0,623.5
129,6.0,739.5
129,6.0,749.5
130,6.0,144.5
130,6.0,244.5
130,6.0,294.5
130,6.0,332.5
130,6.0,492.5
130,6.0,577.5
130,6.0,601.5
131,6.0,156.5
131,6.0,757.5
132,6.0,129.5
132,6.0,401.5
132,6.0,443.5
132,6.0,489.5
132,6.0,624.5
133,6.0,758.5
134,6.0,547.5
135,6.0,439.5
135,6.0,688.5
136,6.0,169.5
136,6.0,460.5
136,6.0,616.5
137,6.0,227.5
137,6.0,752.5
138,6.0,91.5
138,6.0,793.5
139,6.0,127.5
140,6.0,404.5
140,6.0,629.5
140,6.0,701.5
140,6.0,786.5
142,6.0,63.5
142,6.0,496.5
142,6.0,700.5
142,6.0,796.5
143,6.0,356.5
143,6.0,384.5
143,6.0,391.5
143,6.0,515.5
143,6.0,588.5
143,6.0,681.5
144,6.0,228.5
144,6.0,378.5
144,6.0,485.5
144,6.0,508.5
144,6.0,587.5
145,6.0,209.5
145,6.0,698.5
146,6.0,244.5
146,6.0,544.5
146,6.0,670.5
146,6.0,683.5
146,6.0,760.5
147,6.0,334.5
147,6.0,715.5
149,6.0,630.5
150,6.0,81.5
150,6.0,340.5
151,6.0,167.5
151,6.0,235.5
152,6.0,492.5
152,6.0,562.5
153,6.0,158.5
153,6.0,582.5
154,6.0,154.5
154,6.0,427.5
155,6.0,182.5
155,6.0,417.5
155,6.0,520.5
157,6.0,293.5
157,6.0,394.5
158,6.0,74.5
159,6.0,207.5
160,6.0,600.5
160,6.0,610.5
162,6.0,325.5
162,6.0,645.5
162,6.0,657.5
163,6.0,22.5
165,6.0,328.5
168,6.0,21.5
168,6.0,113.5
168,6.0,601.5
169,6.0,276.5
169,6.0,537.5
169,6.0,608.5
170,6.0,597.5
170,6.0,794.5
172,6.0,205.5
172,6.0,607.5
174,6.0,447.5
174,6.0,449.5
175,6.0,544.5
177,6.0,171.5
178,6.0,95.5
178,6.0,592.5
178,6.0,640.5
178,6.0,798.5
179,6.0,16.5
179,6.0,132.5
179,6.0,248.5
179,6.0,519.5
179,6.0,730.5
180,6.0,68.5
180,6.0,663.5
181,6.0,237.5
183,6.0,455.5
184,6.0,167.5
184,6.0,599.5
185,6.0,505.5
185,6.0,566.5
185,6.0,712.5
186,6.0,232.5
186,6.0,374.5
186,6.0,404.5
186,6.0,555.5
186,6.0,755.5
186,6.0,757.5
187,6.0,533.5
188,6.0,271.5
188,6.0,437.5
188,6.0,688.5
189,6.0,317.5
189,6.0,347.5
190,6.0,323.5
191,6.0,55.5
191,6.0,664.5
192,6.0,261.5
192,6.0,286.5
192,6.0,338.5
192,6.0,663.5
193,6.0,155.5
194,6.0,273.5
194,6.0,677.5
195,6.0,232.5
195,6.0,322.5
195,6.0,459.5
196,6.0,3.5
196,6.0,79.5
196,6.0,691.5
197,6.0,11.5
197,6.0,69.5
197,6.0,106.5
197,6.0,382.5
197,6.0,449.5
198,6.0,484.5
199,6.0,519.5
199,6.0,554.5
201,6.0,290.5
201,6.0,332.5
201,6.0,779.5
202,6.0,68.5
202,6.0,552.5
202,6.0,557.5
203,6.0,141.5
203,6.0,501.5
204,6.0,354.5
205,6.0,0.5
205,6.0,471.5
205,6.0,731.5
205,6.0,757.5
206,6.0,373.5
206,6.0,761.5
206,6.0,780.5
207,6.0,124.5
207,6.0,493.5
208,6.0,256.5
208,6.0,475.5
209,6.0,27.5
209,6.0,603.5
210,6.0,464.5
211,6.0,51.5
211,6.0,100.5
211,6.0,550.5
212,6.0,75.5
212,6.0,505.5
213,6.0,83.5
213,6.0,356.5
213,6.0,666.5
214,6.0,1.5
214,6.0,323.5
214,6.0,538.5
214,6.0,630.5
215,6.0,126.5
215,6.0,224.5
215,6.0,256.5
215,6.0,441.5
216,6.0,768.5
218,6.0,101.5
218,6.0,273.5
218,6.0,543.5
218,6.0,774.5
219,6.0,12.5
219,6.0,267.5
219,6.0,379.5
219,6.0,401.5
219,6.0,555.5
219,6.0,630.5
220,6.0,54.5
221,6.0,28.5
221,6.0,100.5
221,6.0,377.5
221,6.0,437.5
221,6.0,674.5
221,6.0,758.5
224,6.0,94.5
224,6.0,247.5
224,6.0,315.5
224,6.0,770.5
225,6.0,28.5
225,6.0,73.5
225,6.0,91.5
225,6.0,564.5
226,6.0,207.5
226,6.0,619.5
227,6.0,117.5
227,6.0,394.5
227,6.0,541.5
228,6.0,2.5
228,6.0,452.5
229,6.0,521.5
229,6.0,662.5
229,6.0,690.5
229,6.0,761.5
231,6.0,301.5
232,6.0,254.5
232,6.0,274.5
232,6.0,438.5
232,6.0,605.5
233,6.0,162.5
233,6.0,339.5
233,6.0,447.5
234,6.0,151.5
234,6.0,252.5
234,6.0,339.5
235,6.0,567.5
235,6.0,724.5
235,6.0,753.5
236,6.0,717.5
238,6.0,213.5
239,6.0,231.5
239,6.0,246.5
240,6.0,177.5
240,6.0,537.5
241,6.0,78.5
241,6.0,100.5
241,6.0,274.5
242,6.0,20.5
242,6.0,81.5
242,6.0,522.5
242,6.0,614.5
243,6.0,97.5
243,6.0,136.5
243,6.0,220.5
243,6.0,315.5
243,6.0,326.5
243,6.0,416.5
244,6.0,730.5
245,6.0,186.5
245,6.0,479.5
245,6.0,515.5
245,6.0,567.5
246,6.0,305.5
247,6.0,107.5
247,6.0,252.5
248,6.0,306.5
249,6.0,6.5
249,6.0,180.5
249,6.0,440.5
249,6.0,613.5
249,6.0,779.5
250,12.0,32.5
250,12.0,48.5
250,12.0,129.5
250,12.0,165.5
250,12.0,167.5
250,12.0,361.5
250,12.0,424.5
251,12.0,32.5
251,12.0,313.5
251,12.0,357.5
252,12.0,242.5
252,12.0,552.5
252,12.0,746.5
252,12.0,759.5
253,12.0,69.5
253,12.0,127.5
253,12.0,316.5
253,12.0,455.5
253,12.0,477.5
253,12.0,705.5
254,12.0,193.5
254,12.0,278.5
254,12.0,404.5
254,12.0,434.5
254,12.0,513.5
254,12.0,629.5
254,12.0,650.5
255,12.0,103.5
255,12.0,131.5
255,12.0,197.5
255,12.0,383.5
255,12.0,410.5
255,12.0,431.5
255,12.0,577.5
255,12.0,708.5
256,12.0,132.5
256,12.0,214.5
256,12.0,329.5
256,12.0,359.5
256,12.0,434.5
256,12.0,600.5
256,12.0,653.5
257,12.0,91.5
257,12.0,248.5
257,12.0,318.5
257,12.0,346.5
257,12.0,639.5
258,12.0,123.5
258,12.0,510.5
258,12.0,582.5
258,12.0,610.5
258,12.0,615.5
258,12.0,687.5
259,12.0,170.5
259,12.0,507.5
260,12.0,8.5
260,12.0,13.5
260,12.0,74.5
260,12.0,257.5
260,12.0,272.5
260,12.0,644.5
261,12.0,269.5
261,12.0,303.5
261,12.0,670.5
262,12.0,24.5
262,12.0,155.5
262,12.0,243.5
262,12.0,285.5
262,12.0,417.5
262,12.0,424.5
262,12.0,733.5
263,12.0,32.5
263,12.0,58.5
263,12.0,719.5
263,12.0,729.5
263,12.0,799.5
264,12.0,87.5
264,12.0,266.5
265,12.0,77.5
265,12.0,83.5
265,12.0,100.5
265,12.0,133.5
265,12.0,169.5
265,12.0,542.5
265,12.0,728.5
265,12.0,733.5
266,12.0,80.5
266,12.0,292.5
267,12.0,99.5
267,12.0,294.5
267,12.0,746.5
268,12.0,25.5
268,12.0,193.5
268,12.0,200.5
268,12.0,272.5
268,12.0,383.5
268,12.0,531.5
268,12.0,566.5
268,12.0,715.5
269,12.0,114.5
269,12.0,134.5
269,12.0,140.5
269,12.0,428.5
269,12.0,578.5
269,12.0,656.5
270,12.0,6.5
270,12.0,274.5
270,12.0,415.5
270,12.0,594.5
270,12.0,600.5
271,12.0,37.5
271,12.0,44.5
271,12.0,47.5
271,12.0,53.5
271,12.0,518.5
271,12.0,646.5
271,12.0,698.5
272,12.0,191.5
272,12.0,218.5
272,12.0,352.5
272,12.0,380.5
272,12.0,412.5
272,12.0,425.5
272,12.0,469.5
272,12.0,538.5
272,12.0,639.5
273,12.0,27.5
273,12.0,118.5
273,12.0,153.5
273,12.0,205.5
273,12.0,317.5
273,12.0,418.5
273,12.0,421.5
273,12.0,492.5
273,12.0,593.5
273,12.0,640.5
274,12.0,44.5
274,12.0,56.5
274,12.0,65.5
274,12.0,184.5
274,12.0,194.5
274,12.0,372.5
274,12.0,538.5
274,12.0,558.5
274,12.0,761.5
275,12.0,6.5
275,12.0,155.5
275,12.0,316.5
275,12.0,386.5
275,12.0,492.5
276,12.0,115.5
276,12.0,156.5
276,12.0,635.5
277,12.0,58.5
277,12.0,86.5
277,12.0,144.5
277,12.0,361.5
277,12.0,378.5
277,12.0,424.5
277,12.0,739.5
278,12.0,524.5
279,12.0,274.5
279,12.0,275.5
279,12.0,752.5
280,12.0,395.5
280,12.0,526.5
280,12.0,591.5
281,12.0,43.5
281,12.0,52.5
281,12.0,264.5
281,12.0,285.5
281,12.0,352.5
281,12.0,468.5
281,12.0,782.5
282,12.0,244.5
282,12.0,312.5
282,12.0,494.5
282,12.0,525.5
282,12.0,566.5
282,12.0,779.5
283,12.0,229.5
283,12.0,239.5
283,12.0,281.5
283,12.0,325.5
283,12.0,375.5
284,12.0,144.5
284,12.0,260.5
284,12.0,261.5
284,12.0,364.5
284,12.0,526.5
284,12.0,637.5
284,12.0,761.5
285,12.0,145.5
285,12.0,221.5
285,12.0,279.5
285,12.0,439.5
285,12.0,593.5
286,12.0,409.5
286,12.0,432.5
287,12.0,105.5
287,12.0,139.5
287,12.0,159.5
287,12.0,342.5
287,12.0,376.5
287,12.0,407.5
287,12.0,447.5
287,12.0,650.5
288,12.0,135.5
288,12.0,229.5
288,12.0,329.5
288,12.0,530.5
288,12.0,749.5
289,12.0,103.5
289,12.0,270.5
289,12.0,365.5
289,12.0,394.5
289,12.0,412.5
289,12.0,674.5
289,12.0,743.5
290,12.0,299.5
290,12.0,351.5
290,12.0,620.5
290,12.0,657.5
290,12.0,725.5
291,12.0,2.5
291,12.0,44.5
291,12.0,48.5
291,12.0,173.5
291,12.0,256.5
291,12.0,419.5
291,12.0,434.5
291,12.0,456.5
291,12.0,528.5
291,12.0,723.5
292,12.0,187.5
292,12.0,595.5
292,12.0,749.5
292,12.0,758.5
293,12.0,82.5
293,12.0,207.5
293,12.0,276.5
293,12.0,293.5
293,12.0,313.5
293,12.0,321.5
293,12.0,376.5
294,12.0,2.5
294,12.0,279.5
294,12.0,300.5
294,12.0,305.5
294,12.0,658.5
294,12.0,777.5
295,12.0,25.5
295,12.0,131.5
295,12.0,179.5
295,12.0,308.5
295,12.0,432.5
295,12.0,770.5
296,12.0,261.5
296,12.0,299.5
296,12.0,397.5
296,12.0,421.5
296,12.0,437.5
296,12.0,572.5
296,12.0,715.5
297,12.0,63.5
297,12.0,122.5
297,12.0,345.5
297,12.0,657.5
297,12.0,670.5
297,12.0,705.5
297,12.0,706.5
298,12.0,252.5
298,12.0,401.5
298,12.0,437.5
298,12.0,491.5
298,12.0,570.5
298,12.0,584.5
298,12.0,639.5
298,12.0,715.5
298,12.0,741.5
299,12.0,293.5
299,12.0,670.5
299,12.0,679.5
299,12.0,748.5
300,12.0,174.5
300,12.0,320.5
300,12.0,698.5
300,12.0,715.5
301,12.0,577.5
302,12.0,52.5
302,12.0,204.5
302,12.0,467.5
302,12.0,571.5
302,12.0,590.5
302,12.0,742.5
303,12.0,116.5
303,12.0,365.5
304,12.0,166.5
304,12.0,500.5
304,12.0,570.5
305,12.0,423.5
305,12.0,523.5
305,12.0,653.5
306,12.0,163.5
306,12.0,208.5
306,12.0,624.5
307,12.0,99.5
307,12.0,145.5
307,12.0,192.5
307,12.0,524.5
308,12.0,423.5
308,12.0,707.5
309,12.0,53.5
309,12.0,271.5
309,12.0,334.5
309,12.0,437.5
309,12.0,476.5
309,12.0,691.5
309,12.0,753.5
309,12.0,767.5
310,12.0,72.5
310,12.0,300.5
310,12.0,309.5
310,12.0,377.5
310,12.0,515.5
310,12.0,680.5
310,12.0,781.5
311,12.0,152.5
311,12.0,401.5
311,12.0,411.5
311,12.0,413.5
311,12.0,543.5
311,12.0,792.5
312,12.0,176.5
312,12.0,221.5
312,12.0,235.5
312,12.0,425.5
312,12.0,429.5
312,12.0,748.5
313,12.0,62.5
313,12.0,241.5
313,12.0,361.5
313,12.0,379.5
313,12.0,423.5
313,12.0,799.5
314,12.0,54.5
314,12.0,294.5
314,12.0,480.5
314,12.0,501.5
314,12.0,750.5
315,12.0,153.5
315,12.0,361.5
315,12.0,421.5
316,12.0,56.5
316,12.0,74.5
316,12.0,178.5
316,12.0,180.5
316,12.0,428.5
316,12.0,498.5
316,12.0,531.5
316,12.0,544.5
317,12.0,254.5
317,12.0,471.5
317,12.0,575.5
317,12.0,602.5
318,12.0,18.5
318,12.0,21.5
318,12.0,136.5
318,12.0,237.5
318,12.0,338.5
318,12.0,446.5
318,12.0,521.5
318,12.0,692.5
319,12.0,28.5
319,12.0,29.5
319,12.0,41.5
319,12.0,91.5
319,12.0,237.5
319,12.0,342.5
319,12.0,393.5
319,12.0,471.5
319,12.0,533.5
319,12.0,576.5
319,12.0,614.5
319,12.0,639.5
319,12.0,719.5
319,12.0,726.5
320,12.0,389.5
320,12.0,449.5
321,12.0,270.5
321,12.0,626.5
321,12.0,723.5
322,12.0,378.5
322,12.0,515.5
322,12.0,612.5
322,12.0,677.5
322,12.0,684.5
322,12.0,740.5
323,12.0,167.5
323,12.0,256.5
323,12.0,543.5
323,12.0,557.5
323,12.0,604.5
323,12.0,641.5
324,12.0,33.5
324,12.0,377.5
324,12.0,573.5
324,12.0,586.5
324,12.0,628.5
324,12.0,657.5
324,12.0,658.5
324,12.0,752.5
325,12.0,163.5
325,12.0,228.5
325,12.0,263.5
325,12.0,513.5
325,12.0,594.5
325,12.0,603.5
325,12.0,745.5
325,12.0,761.5
326,12.0,32.5
326,12.0,114.5
326,12.0,246.5
326,12.0,403.5
326,12.0,443.5
326,12.0,470.5
326,12.0,543.5
326,12.0,633.5
326,12.0,726.5
327,12.0,29.5
327,12.0,142.5
327,12.0,555.5
327,12.0,748.5
328,12.0,55.5
328,12.0,113.5
328,12.0,447.5
328,12.0,664.5
329,12.0,459.5
329,12.0,502.5
329,12.0,664.5
330,12.0,31.5
330,12.0,365.5
330,12.0,555.5
330,12.0,637.5
330,12.0,687.5
330,12.0,720.5
331,12.0,55.5
331,12.0,73.5
331,12.0,177.5
331,12.0,181.5
331,12.0,216.5
331,12.0,463.5
331,12.0,485.5
331,12.0,555.5
331,12.0,632.5
332,12.0,35.5
332,12.0,447.5
332,12.0,627.5
332,12.0,692.5
332,12.0,732.5
333,12.0,94.5
333,12.0,104.5
333,12.0,120.5
333,12.0,554.5
333,12.0,620.5
333,12.0,681.5
334,12.0,130.5
334,12.0,334.5
334,12.0,344.5
334,12.0,475.5
334,12.0,497.5
334,12.0,613.5
334,12.0,627.5
334,12.0,727.5
335,12.0,159.5
335,12.0,495.5
335,12.0,705.5
336,12.0,107.5
336,12.0,117.5
336,12.0,185.5
336,12.0,212.5
336,12.0,289.5
336,12.0,617.5
336,12.0,651.5
336,12.0,680.5
336,12.0,694.5
336,12.0,708.5
336,12.0,713.5
336,12.0,769.5
336,12.0,780.5
337,12.0,327.5
338,12.0,37.5
338,12.0,123.5
338,12.0,228.5
338,12.0,317.5
338,12.0,385.5
338,12.0,466.5
338,12.0,499.5
339,12.0,262.5
339,12.0,319.5
339,12.0,646.5
339,12.0,673.5
339,12.0,796.5
340,12.0,7.5
340,12.0,34.5
340,12.0,235.5
340,12.0,459.5
340,12.0,464.5
340,12.0,527.5
341,12.0,63.5
342,12.0,313.5
342,12.0,446.5
343,12.0,78.5
343,12.0,177.5
343,12.0,450.5
343,12.0,687.5
343,12.0,709.5
343,12.0,729.5
344,12.0,108.5
344,12.0,137.5
344,12.0,345.5
344,12.0,378.5
344,12.0,434.5
344,12.0,630.5
344,12.0,675.5
345,12.0,36.5
345,12.0,366.5
345,12.0,632.5
346,12.0,164.5
346,12.0,302.5
346,12.0,374.5
346,12.0,376.5
346,12.0,519.5
346,12.0,548.5
346,12.0,550.5
346,12.0,730.5
347,12.0,209.5
347,12.0,556.5
347,12.0,676.5
347,12.0,794.5
348,12.0,198.5
348,12.0,270.5
348,12.0,363.5
348,12.0,475.5
350,12.0,15.5
350,12.0,100.5
350,12.0,103.5
350,12.0,243.5
350,12.0,418.5
350,12.0,512.5
351,12.0,107.5
351,12.0,418.5
351,12.0,792.5
352,12.0,648.5
353,12.0,16.5
353,12.0,192.5
353,12.0,351.5
353,12.0,520.5
353,12.0,535.5
353,12.0,699.5
353,12.0,720.5
354,12.0,448.5
354,12.0,463.5
354,12.0,526.5
354,12.0,538.5
354,12.0,687.5
355,12.0,42.5
355,12.0,160.5
355,12.0,270.5
355,12.0,474.5
355,12.0,520.5
355,12.0,715.5
356,12.0,250.5
356,12.0,335.5
356,12.0,472.5
356,12.0,525.5
356,12.0,764.5
357,12.0,189.5
357,12.0,308.5
357,12.0,693.5
357,12.0,726.5
357,12.0,779.5
358,12.0,83.5
358,12.0,265.5
358,12.0,289.5
358,12.0,560.5
358,12.0,739.5
359,12.0,38.5
359,12.0,177.5
359,12.0,542.5
359,12.0,631.5
360,12.0,49.5
360,12.0,132.5
360,12.0,233.5
360,12.0,241.5
360,12.0,373.5
360,12.0,484.5
360,12.0,626.5
360,12.0,627.5
360,12.0,728.5
361,12.0,427.5
361,12.0,468.5
361,12.0,553.5
361,12.0,684.5
361,12.0,749.5
361,12.0,765.5
362,12.0,484.5
362,12.0,574.5
363,12.0,737.5
364,12.0,25.5
364,12.0,26.5
364,12.0,74.5
364,12.0,108.5
364,12.0,186.5
364,12.0,276.5
364,12.0,389.5
364,12.0,438.5
364,12.0,490.5
364,12.0,577.5
364,12.0,798.5
365,12.0,7.5
365,12.0,125.5
365,12.0,138.5
365,12.0,418.5
365,12.0,512.5
365,12.0,605.5
365,12.0,669.5
366,12.0,43.5
366,12.0,137.5
366,12.0,249.5
366,12.0,711.5
367,12.0,14.5
367,12.0,89.5
367,12.0,362.5
367,12.0,426.5
367,12.0,445.5
367,12.0,502.5
367,12.0,604.5
367,12.0,749.5
368,12.0,402.5
368,12.0,541.5
369,12.0,93.5
369,12.0,100.5
369,12.0,103.5
369,12.0,116.5
369,12.0,157.5
369,12.0,160.5
369,12.0,366.5
369,12.0,482.5
369,12.0,566.5
369,12.0,656.5
369,12.0,682.5
369,12.0,779.5
370,12.0,9.5
370,12.0,280.5
370,12.0,493.5
370,12.0,768.5
371,12.0,23.5
371,12.0,124.5
371,12.0,142.5
371,12.0,283.5
371,12.0,484.5
371,12.0,571.5
372,12.0,181.5
372,12.0,436.5
372,12.0,613.5
372,12.0,633.5
372,12.0,693.5
373,12.0,121.5
373,12.0,333.5
373,12.0,477.5
373,12.0,558.5
374,12.0,97.5
374,12.0,353.5
374,12.0,383.5
374,12.0,656.5
374,12.0,668.5
374,12.0,684.5
375,12.0,29.5
375,12.0,177.5
375,12.0,313.5
375,12.0,667.5
376,12.0,39.5
376,12.0,184.5
376,12.0,295.5
376,12.0,311.5
376,12.0,369.5
376,12.0,473.5
376,12.0,476.5
376,12.0,524.5
377,12.0,41.5
377,12.0,54.5
377,12.0,81.5
377,12.0,100.5
377,12.0,112.5
377,12.0,130.5
377,12.0,150.5
377,12.0,328.5
377,12.0,401.5
377,12.0,456.5
377,12.0,533.5
378,12.0,268.5
378,12.0,697.5
378,12.0,718.5
378,12.0,786.5
378,12.0,794.5
379,12.0,37.5
379,12.0,145.5
379,12.0,401.5
379,12.0,708.5
379,12.0,754.5
380,12.0,18.5
380,12.0,104.5
380,12.0,124.5
380,12.0,401.5
380,12.0,548.5
380,12.0,620.5
381,12.0,15.5
381,12.0,88.5
381,12.0,211.5
381,12.0,283.5
381,12.0,301.5
381,12.0,427.5
381,12.0,473.5
381,12.0,482.5
381,12.0,738.5
382,12.0,262.5
382,12.0,271.5
382,12.0,317.5
382,12.0,344.5
382,12.0,437.5
382,12.0,472.5
382,12.0,619.5
382,12.0,728.5
383,12.0,48.5
383,12.0,183.5
383,12.0,232.5
383,12.0,365.5
383,12.0,452.5
383,12.0,534.5
383,12.0,628.5
383,12.0,630.5
383,12.0,745.5
384,12.0,77.5
384,12.0,520.5
384,12.0,612.5
385,12.0,140.5
385,12.0,141.5
385,12.0,143.5
385,12.0,242.5
385,12.0,738.5
385,12.0,769.5
386,12.0,19.5
386,12.0,140.5
386,12.0,442.5
386,12.0,561.5
386,12.0,741.5
387,12.0,81.5
387,12.0,101.5
387,12.0,163.5
387,12.0,281.5
388,12.0,154.5
388,12.0,196.5
388,12.0,470.5
388,12.0,620.5
389,12.0,0.5
389,12.0,108.5
389,12.0,110.5
389,12.0,330.5
389,12.0,403.5
389,12.0,459.5
389,12.0,525.5
389,12.0,704.5
390,12.0,106.5
390,12.0,143.5
390,12.0,181.5
390,12.0,190.5
390,12.0,201.5
390,12.0,204.5
390,12.0,293.5
390,12.0,373.5
390,12.0,479.5
390,12.0,537.5
390,12.0,757.5
391,12.0,79.5
391,12.0,518.5
391,12.0,647.5
391,12.0,712.5
392,12.0,57.5
392,12.0,194.5
393,12.0,100.5
393,12.0,145.5
393,12.0,332.5
393,12.0,716.5
393,12.0,786.5
394,12.0,73.5
395,12.0,465.5
395,12.0,511.5
395,12.0,648.5
395,12.0,685.5
395,12.0,765.5
396,12.0,42.5
396,12.0,264.5
396,12.0,375.5
396,12.0,508.5
396,12.0,687.5
396,12.0,691.5
397,12.0,19.5
397,12.0,81.5
397,12.0,189.5
397,12.0,248.5
397,12.0,593.5
397,12.0,794.5
398,12.0,16.5
398,12.0,29.5
398,12.0,244.5
398,12.0,590.5
398,12.0,660.5
398,12.0,764.5
399,12.0,238.5
399,12.0,359.5
399,12.0,435.5
399,12.0,442.5
399,12.0,548.5
399,12.0,566.5
399,12.0,655.5
400,12.0,348.5
400,12.0,534.5
400,12.0,600.5
400,12.0,721.5
401,12.0,209.5
401,12.0,313.5
