trial_id,condition_pct,condition_role,trial_duration_ms
229,6.0,fit,800.0
230,6.0,fit,800.0
231,6.0,fit,800.0
232,6.0,fit,800.0
233,6.0,fit,800.0
234,6.0,fit,800.0
235,6.0,fit,800.0
236,6.0,fit,800.0
237,6.0,fit,800.0
238,6.0,fit,800.0
239,6.0,fit,800.0
240,6.0,fit,800.0
241,6.0,fit,800.0
242,6.0,fit,800.0
243,6.0,fit,800.0
244,6.0,fit,800.0
245,6.0,fit,800.0
246,6.0,fit,800.0
247,6.0,fit,800.0
248,6.0,fit,800.0
249,6.0,fit,800.0
250,12.0,holdout,800.0
251,12.0,holdout,800.0
252,12.0,holdout,800.0
253,12.0,holdout,800.0
254,12.0,holdout,800.0
255,12.0,holdout,800.0
256,12.0,holdout,800.0
257,12.0,holdout,800.0
258,12.0,holdout,800.0
259,12.0,holdout,800.0
260,12.0,holdout,800.0
261,12.0,holdout,800.0
262,12.0,holdout,800.0
263,12.0,holdout,800.0
264,12.0,holdout,800.0
265,12.0,holdout,800.0
266,12.0,holdout,800.0
267,12.0,holdout,800.0
268,12.0,holdout,800.0
269,12.0,holdout,800.0
270,12.0,holdout,800.0
271,12.0,holdout,800.0
272,12.0,holdout,800.0
273,12.0,holdout,800.0
274,12.0,holdout,800.0
275,12.0,holdout,800.0
276,12.0,holdout,800.0
277,12.0,holdout,800.0
278,12.0,holdout,800.0
279,12.0,holdout,800.0
280,12.0,holdout,800.0
281,12.0,holdout,800.0
282,12.0,holdout,800.0
283,12.0,holdout,800.0
284,12.0,holdout,800.0
285,12.0,holdout,800.0
286,12.0,holdout,800.0
287,12.0,holdout,800.0
288,12.0,holdout,800.0
289,12.0,holdout,800.0
290,12.0,holdout,800.0
291,12.0,holdout,800.0
292,12.0,holdout,800.0
293,12.0,holdout,800.0
294,12.0,holdout,800.0
295,12.0,holdout,800.0
296,12.0,holdout,800.0
297,12.0,holdout,800.0
298,12.0,holdout,800.0
299,12.0,holdout,800.0
300,12.0,holdout,800.0
301,12.0,holdout,800.0
302,12.0,holdout,800.0
303,12.0,holdout,800.0
304,12.0,holdout,800.0
305,12.0,holdout,800.0
306,12.0,holdout,800.0
307,12.0,holdout,800.0
308,12.0,holdout,800.0
309,12.0,holdout,800.0
310,12.0,holdout,800.0
311,12.0,holdout,800.0
312,12.0,holdout,800.0
313,12.0,holdout,800.0
314,12.0,holdout,800.0
315,12.0,holdout,800.0
316,12.0,holdout,800.0
317,12.0,holdout,800.0
318,12.0,holdout,800.0
319,12.0,holdout,800.0
320,12.0,holdout,800.0
321,12.0,holdout,800.0
322,12.0,holdout,800.0
323,12.0,holdout,800.0
324,12.0,holdout,800.0
325,12.0,holdout,800.0
326,12.0,holdout,800.0
327,12.0,holdout,800.0
328,12.0,holdout,800.0
329,12.0,holdout,800.0
330,12.0,holdout,800.0
331,12.0,holdout,800.0
332,12.0,holdout,800.0
333,12.0,holdout,800.0
334,12.0,holdout,800.0
335,12.0,holdout,800.0
336,12.0,holdout,800.0
337,12.0,holdout,800.0
338,12.0,holdout,800.0
339,12.0,holdout,800.0
340,12.0,holdout,800.0
341,12.0,holdout,800.0
342,12.0,holdout,800.0
343,12.0,holdout,800.0
344,12.0,holdout,800.0
345,12.0,holdout,800.0
346,12.0,holdout,800.0
347,12.0,holdout,800.0
348,12.0,holdout,800.0
349,12.0,holdout,800.0
350,12.0,holdout,800.0
351,12.0,holdout,800.0
352,12.0,holdout,800.0
353,12.0,holdout,800.0
354,12.0,holdout,800.0
355,12.0,holdout,800.0
356,12.0,holdout,800.0
357,12.0,holdout,800.0
358,12.0,holdout,800.0
359,12.0,holdout,800.0
360,12.0,holdout,800.0
361,12.0,holdout,800.0
362,12.0,holdout,800.0
363,12.0,holdout,800.0
364,12.0,holdout,800.0
365,12.0,holdout,800.0
366,12.0,holdout,800.0
367,12.0,holdout,800.0
368,12.0,holdout,800.0
369,12.0,holdout,800.0
370,12.0,holdout,800.0
371,12.0,holdout,800.0
372,12.0,holdout,800.0
373,12.0,holdout,800.0
374,12.0,holdout,800.0
375,12.0,holdout,800.0
376,12.0,holdout,800.0
377,12.0,holdout,800.0
378,12.0,holdout,800.0
379,12.0,holdout,800.0
380,12.0,holdout,800.0
381,12.0,holdout,800.0
382,12.0,holdout,800.0
383,12.0,holdout,800.0
384,12.0,holdout,800.0
385,12.0,holdout,800.0
386,12.0,holdout,800.0
387,12.0,holdout,800.0
388,12.0,holdout,800.0
389,12.0,holdout,800.0
390,12.0,holdout,800.0
391,12.0,holdout,800.0
392,12.0,holdout,800.0
393,12.0,holdout,800.0
394,12.0,holdout,800.0
395,12.0,holdout,800.0
396,12.0,holdout,800.0
397,12.0,holdout,800.0
398,12.0,holdout,800.0
399,12.0,holdout,800.0
400,12.0,holdout,800.0
401,12.0,holdout,800.0
402,12.0,holdout,800.0
403,12.0,holdout,800.0
404,12.0,holdout,800.0
405,12.0,holdout,800.0
406,12.0,holdout,800.0
407,12.0,holdout,800.0
408,12.0,holdout,800.0
409,12.0,holdout,800.0
410,12.0,holdout,800.0
411,12.0,holdout,800.0
412,12.0,holdout,800.0
413,12.0,holdout,800.0
414,12.0,holdout,800.0
415,12.0,holdout,800.0
416,12.0,holdout,800.0
417,12.0,holdout,800.0
418,12.0,holdout,800.0
419,12.0,holdout,800.0
420,12.0,holdout,800.0
421,12.0,holdout,800.0
422,12.0,holdout,800.0
423,12.0,holdout,800.0
424,12.0,holdout,800.0
425,12.0,holdout,800.0
426,12.0,holdout,800.0
427,12.0,holdout,800.0
428,12.0,holdout,800.0
429,12.0,holdout,800.0
430,12.0,holdout,800.0
431,12.0,holdout,800.0
432,12.0,holdout,800.0
433,12.0,holdout,800.0
434,12.0,holdout,800.0
435,12.0,holdout,800.0
436,12.0,holdout,800.0
437,12.0,holdout,800.0
438,12.0,holdout,800.0
439,12.0,holdout,800.0
440,12.0,holdout,800.0
441,12.0,holdout,800.0
442,12.0,holdout,800.0
443,12.0,holdout,800.0
444,12.0,holdout,800.0
445,12.0,holdout,800.0
446,12.0,holdout,800.0
447,12.0,holdout,800.0
448,12.0,holdout,800.0
449,12.0,holdout,800.0
450,12.0,holdout,800.0
451,12.0,holdout,800.0
452,12.0,holdout,800.0
453,12.0,holdout,800.0
454,12.0,holdout,800.0
455,12.0,holdout,800.0
456,12.0,holdout,800.0
457,12.0,holdout,800.0
458,12.0,holdout,800.0
459,12.0,holdout,800.0
460,12.0,holdout,800.0
461,12.0,holdout,800.0
462,12.0,holdout,800.0
463,12.0,holdout,800.0
464,12.0,holdout,800.0
465,12.0,holdout,800.0
466,12.0,holdout,800.0
467,12.0,holdout,800.0
468,12.0,holdout,800.0
469,12.0,holdout,800.0
470,12.0,holdout,800.0
471,12.0,holdout,800.0
472,12.0,holdout,800.0
473,12.0,holdout,800.0
474,12.0,holdout,800.0
475,12.0,holdout,800.0
476,12.0,holdout,800.0
477,12.0,holdout,800.0
478,12.0,holdout,800.0
479,12.0,holdout,800.0
480,12.0,holdout,800.0
481,12.0,holdout,800.0
482,12.0,holdout,800.0
483,12.0,holdout,800.0
484,12.0,holdout,800.0
485,12.0,holdout,800.0
486,12.0,holdout,800.0
487,12.0,holdout,800.0
488,12.0,holdout,800.0
489,12.0,holdout,800.0
490,12.0,holdout,800.0
491,12.0,holdout,800.0
492,12.0,holdout,800.0
493,12.0,holdout,800.0
494,12.0,holdout,800.0
495,12.0,holdout,800.0
496,12.0,holdout,800.0
497,12.0,holdout,800.0
498,12.0,holdout,800.0
499,12.0,holdout,800.0
500,25.0,fit,800.0
501,25.0,fit,800.0
502,25.0,fit,800.0
503,25.0,fit,800.0
504,25.0,fit,800.0
505,25.0,fit,800.0
506,25.0,fit,800.0
507,25.0,fit,800.0
508,25.0,fit,800.0
509,25.0,fit,800.0
510,25.0,fit,800.0
511,25.0,fit,800.0
512,25.0,fit,800.0
513,25.0,fit,800.0
514,25.0,fit,800.0
515,25.0,fit,800.0
516,25.0,fit,800.0
517,25.0,fit,800.0
518,25.0,fit,800.0
519,25.0,fit,800.0
520,25.0,fit,800.0
521,25.0,fit,800.0
522,25.0,fit,800.0
523,25.0,fit,800.0
524,25.0,fit,800.0
525,25.0,fit,800.0
526,25.0,fit,800.0
527,25.0,fit,800.0
528,25.0,fit,800.0
529,25.0,fit,800.0
530,25.0,fit,800.0
531,25.0,fit,800.0
532,25.0,fit,800.0
533,25.0,fit,800.0
534,25.0,fit,800.0
535,25.0,fit,800.0
536,25.0,fit,800.0
537,25.0,fit,800.0
538,25.0,fit,800.0
539,25.0,fit,800.0
540,25.0,fit,800.0
541,25.0,fit,800.0
542,25.0,fit,800.0
543,25.0,fit,800.0
544,25.0,fit,800.0
545,25.0,fit,800.0
546,25.0,fit,800.0
547,25.0,fit,800.0
548,25.0,fit,800.0
549,25.0,fit,800.0
550,25.0,fit,800.0
551,25.0,fit,800.0
552,25.0,fit,800.0
553,25.0,fit,800.0
554,25.0,fit,800.0
555,25.0,fit,800.0
556,25.0,fit,800.0
557,25.0,fit,800.0
558,25.0,fit,800.0
559,25.0,fit,800.0
560,25.0,fit,800.0
561,25.0,fit,800.0
562,25.0,fit,800.0
563,25.0,fit,800.0
564,25.0,fit,800.0
565,25.0,fit,800.0
566,25.0,fit,800.0
567,25.0,fit,800.0
568,25.0,fit,800.0
569,25.0,fit,800.0
570,25.0,fit,800.0
571,25.0,fit,800.0
572,25.0,fit,800.0
573,25.0,fit,800.0
574,25.0,fit,800.0
575,25.0,fit,800.0
576,25.0,fit,800.0
577,25.0,fit,800.0
578,25.0,fit,800.0
579,25.0,fit,800.0
580,25.0,fit,800.0
581,25.0,fit,800.0
582,25.0,fit,800.0
583,25.0,fit,800.0
584,25.0,fit,800.0
585,25.0,fit,800.0
586,25.0,fit,800.0
587,25.0,fit,800.0
588,25.0,fit,800.0
589,25.0,fit,800.0
590,25.0,fit,800.0
591,25.0,fit,800.0
592,25.0,fit,800.0
593,25.0,fit,800.0
594,25.0,fit,800.0
595,25.0,fit,800.0
596,25.0,fit,800.0
597,25.0,fit,800.0
598,25.0,fit,800.0
599,25.0,fit,800.0
600,25.0,fit,800.0
601,25.0,fit,800.0
602,25.0,fit,800.0
603,25.0,fit,800.0
604,25.0,fit,800.0
605,25.0,fit,800.0
606,25.0,fit,800.0
607,25.0,fit,800.0
608,25.0,fit,800.0
609,25.0,fit,800.0
610,25.0,fit,800.0
611,25.0,fit,800.0
612,25.0,fit,800.0
613,25.0,fit,800.0
614,25.0,fit,800.0
615,25.0,fit,800.0
616,25.0,fit,800.0
617,25.0,fit,800.0
618,25.0,fit,800.0
619,25.0,fit,800.0
620,25.0,fit,800.0
621,25.0,fit,800.0
622,25.0,fit,800.0
623,25.0,fit,800.0
624,25.0,fit,800.0
625,25.0,fit,800.0
626,25.0,fit,800.0
627,25.0,fit,800.0
628,25.0,fit,800.0
629,25.0,fit,800.0
630,25.0,fit,800.0
631,25.0,fit,800.0
632,25.0,fit,800.0
633,25.0,fit,800.0
634,25.0,fit,800.0
635,25.0,fit,800.0
636,25.0,fit,800.0
637,25.0,fit,800.0
638,25.0,fit,800.0
639,25.0,fit,800.0
640,25.0,fit,800.0
641,25.0,fit,800.0
642,25.0,fit,800.0
643,25.0,fit,800.0
644,25.0,fit,800.0
645,25.0,fit,800.0
646,25.0,fit,800.0
647,25.0,fit,800.0
648,25.0,fit,800.0
649,25.0,fit,800.0
650,25.0,fit,800.0
651,25.0,fit,800.0
652,25.0,fit,800.0
653,25.0,fit,800.0
654,25.0,fit,800.0
655,25.0,fit,800.0
656,25.0,fit,800.0
657,25.0,fit,800.0
658,25.0,fit,800.0
659,25.0,fit,800.0
660,25.0,fit,800.0
661,25.0,fit,800.0
662,25.0,fit,800.0
663,25.0,fit,800.0
664,25.0,fit,800.0
665,25.0,fit,800.0
666,25.0,fit,800.0
667,25.0,fit,800.0
668,25.0,fit,800.0
669,25.0,fit,800.0
670,25.0,fit,800.0
671,25.0,fit,800.0
672,25.0,fit,800.0
673,25.0,fit,800.0
674,25.0,fit,800.0
675,25.0,fit,800.0
676,25.0,fit,800.0
677,25.0,fit,800.0
678,25.0,fit,800.0
679,25.0,fit,800.0
680,25.0,fit,800.0
681,25.0,fit,800.0
682,25.0,fit,800.0
683,25.0,fit,800.0
684,25.0,fit,800.0
685,25.0,fit,800.0
686,25.0,fit,800.0
687,25.0,fit,800.0
688,25.0,fit,800.0
689,25.0,fit,800.0
690,25.0,fit,800.0
691,25.0,fit,800.0
692,25.0,fit,800.0
693,25.0,fit,800.0
694,25.0,fit,800.0
695,25.0,fit,800.0
696,25.0,fit,800.0
697,25.0,fit,800.0
698,25.0,fit,800.0
699,25.0,fit,800.0
700,25.0,fit,800.0
701,25.0,fit,800.0
702,25.0,fit,800.0
703,25.0,fit,800.0
704,25.0,fit,800.0
705,25.0,fit,800.0
706,25.0,fit,800.0
707,25.0,fit,800.0
708,25.0,fit,800.0
709,25.0,fit,800.0
710,25.0,fit,800.0
711,25.0,fit,800.0
712,25.0,fit,800.0
713,25.0,fit,800.0
714,25.0,fit,800.0
715,25.0,fit,800.0
716,25.0,fit,800.0
717,25.0,fit,800.0
718,25.0,fit,800.0
719,25.0,fit,800.0
720,25.0,fit,800.0
721,25.0,fit,800.0
722,25.0,fit,800.0
723,25.0,fit,800.0
724,25.0,fit,800.0
725,25.0,fit,800.0
726,25.0,fit,800.0
727,25.0,fit,800.0
728,25.0,fit,800.0
729,25.0,fit,800.0
730,25.0,fit,800.0
731,25.0,fit,800.0
732,25.0,fit,800.0
733,25.0,fit,800.0
734,25.0,fit,800.0
735,25.0,fit,800.0
736,25.0,fit,800.0
737,25.0,fit,800.0
738,25.0,fit,800.0
739,25.0,fit,800.0
740,25.0,fit,800.0
741,25.0,fit,800.0
742,25.0,fit,800.0
743,25.0,fit,800.0
744,25.0,fit,800.0
745,25.0,fit,800.0
746,25.0,fit,800.0
747,25.0,fit,800.0
748,25.0,fit,800.0
749,25.0,fit,800.0
750,50.0,holdout,800.0
751,50.0,holdout,800.0
752,50.0,holdout,800.0
753,50.0,holdout,800.0
754,50.0,holdout,800.0
755,50.0,holdout,800.0
756,50.0,holdout,800.0
757,50.0,holdout,800.0
758,50.0,holdout,800.0
759,50.0,holdout,800.0
760,50.0,holdout,800.0
761,50.0,holdout,800.0
762,50.0,holdout,800.0
763,50.0,holdout,800.0
764,50.0,holdout,800.0
765,50.0,holdout,800.0
766,50.0,holdout,800.0
767,50.0,holdout,800.0
768,50.0,holdout,800.0
769,50.0,holdout,800.0
770,50.0,holdout,800.0
771,50.0,holdout,800.0
772,50.0,holdout,800.0
773,50.0,holdout,800.0
774,50.0,holdout,800.0
775,50.0,holdout,800.0
776,50.0,holdout,800.0
777,50.0,holdout,800.0
778,50.0,holdout,800.0
779,50.0,holdout,800.0
780,50.0,holdout,800.0
781,50.0,holdout,800.0
782,50.0,holdout,800.0
783,50.0,holdout,800.0
784,50.0,holdout,800.0
785,50.0,holdout,800.0
786,50.0,holdout,800.0
787,50.0,holdout,800.0
788,50.0,holdout,800.0
789,50.0,holdout,800.0
790,50.0,holdout,800.0
791,50.0,holdout,800.0
792,50.0,holdout,800.0
793,50.0,holdout,800.0
794,50.0,holdout,800.0
795,50.0,holdout,800.0
796,50.0,holdout,800.0
797,50.0,holdout,800.0
798,50.0,holdout,800.0
799,50.0,holdout,800.0
800,50.0,holdout,800.0
801,50.0,holdout,800.0
802,50.0,holdout,800.0
803,50.0,holdout,800.0
804,50.0,holdout,800.0
805,50.0,holdout,800.0
806,50.0,holdout,800.0
807,50.0,holdout,800.0
808,50.0,holdout,800.0
809,50.0,holdout,800.0
810,50.0,holdout,800.0
811,50.0,holdout,800.0
812,50.0,holdout,800.0
813,50.0,holdout,800.0
814,50.0,holdout,800.0
815,50.0,holdout,800.0
816,50.0,holdout,800.0
817,50.0,holdout,800.0
818,50.0,holdout,800.0
819,50.0,holdout,800.0
820,50.0,holdout,800.0
821,50.0,holdout,800.0
822,50.0,holdout,800.0
823,50.0,holdout,800.0
824,50.0,holdout,800.0
825,50.0,holdout,800.0
826,50.0,holdout,800.0
827,50.0,holdout,800.0
828,50.0,holdout,800.0
829,50.0,holdout,800.0
830,50.0,holdout,800.0
831,50.0,holdout,800.0
832,50.0,holdout,800.0
833,50.0,holdout,800.0
834,50.0,holdout,800.0
835,50.0,holdout,800.0
836,50.0,holdout,800.0
837,50.0,holdout,800.0
838,50.0,holdout,800.0
839,50.0,holdout,800.0
840,50.0,holdout,800.0
841,50.0,holdout,800.0
842,50.0,holdout,800.0
843,50.0,holdout,800.0
844,50.0,holdout,800.0
845,50.0,holdout,800.0
846,50.0,holdout,800.0
847,50.0,holdout,800.0
848,50.0,holdout,800.0
849,50.0,holdout,800.0
850,50.0,holdout,800.0
851,50.0,holdout,800.0
852,50.0,holdout,800.0
853,50.0,holdout,800.0
854,50.0,holdout,800.0
855,50.0,holdout,800.0
856,50.0,holdout,800.0
857,50.0,holdout,800.0
858,50.0,holdout,800.0
859,50.0,holdout,800.0
860,50.0,holdout,800.0
861,50.0,holdout,800.0
862,50.0,holdout,800.0
863,50.0,holdout,800.0
864,50.0,holdout,800.0
865,50.0,holdout,800.0
866,50.0,holdout,800.0
867,50.0,holdout,800.0
868,50.0,holdout,800.0
869,50.0,holdout,800.0
870,50.0,holdout,800.0
871,50.0,holdout,800.0
872,50.0,holdout,800.0
873,50.0,holdout,800.0
874,50.0,holdout,800.0
875,50.0,holdout,800.0
876,50.0,holdout,800.0
877,50.0,holdout,800.0
878,50.0,holdout,800.0
879,50.0,holdout,800.0
880,50.0,holdout,800.0
881,50.0,holdout,800.0
882,50.0,holdout,800.0
883,50.0,holdout,800.0
884,50.0,holdout,800.0
885,50.0,holdout,800.0
886,50.0,holdout,800.0
887,50.0,holdout,800.0
888,50.0,holdout,800.0
889,50.0,holdout,800.0
890,50.0,holdout,800.0
891,50.0,holdout,800.0
892,50.0,holdout,800.0
893,50.0,holdout,800.0
894,50.0,holdout,800.0
895,50.0,holdout,800.0
896,50.0,holdout,800.0
897,50.0,holdout,800.0
898,50.0,holdout,800.0
899,50.0,holdout,800.0
900,50.0,holdout,800.0
901,50.0,holdout,800.0
902,50.0,holdout,800.0
903,50.0,holdout,800.0
904,50.0,holdout,800.0
905,50.0,holdout,800.0
906,50.0,holdout,800.0
907,50.0,holdout,800.0
908,50.0,holdout,800.0
909,50.0,holdout,800.0
910,50.0,holdout,800.0
911,50.0,holdout,800.0
912,50.0,holdout,800.0
913,50.0,holdout,800.0
914,50.0,holdout,800.0
915,50.0,holdout,800.0
916,50.0,holdout,800.0
917,50.0,holdout,800.0
918,50.0,holdout,800.0
919,50.0,holdout,800.0
920,50.0,holdout,800.0
921,50.0,holdout,800.0
922,50.0,holdout,800.0
923,50.0,holdout,800.0
924,50.0,holdout,800.0
925,50.0,holdout,800.0
926,50.0,holdout,800.0
927,50.0,holdout,800.0
928,50.0,holdout,800.0
929,50.0,holdout,800.0
930,50.0,holdout,800.0
931,50.0,holdout,800.0
932,50.0,holdout,800.0
933,50.0,holdout,800.0
934,50.0,holdout,800.0
935,50.0,holdout,800.0
936,50.0,holdout,800.0
937,50.0,holdout,800.0
938,50.0,holdout,800.0
939,50.0,holdout,800.0
940,50.0,holdout,800.0
941,50.0,holdout,800.0
942,50.0,holdout,800.0
943,50.0,holdout,800.0
944,50.0,holdout,800.0
945,50.0,holdout,800.0
946,50.0,holdout,800.0
947,50.0,holdout,800.0
948,50.0,holdout,800.0
949,50.0,holdout,800.0
950,50.0,holdout,800.0
951,50.0,holdout,800.0
952,50.0,holdout,800.0
953,50.0,holdout,800.0
954,50.0,holdout,800.0
955,50.0,holdout,800.0
956,50.0,holdout,800.0
957,50.0,holdout,800.0
958,50.0,holdout,800.0
959,50.0,holdout,800.0
960,50.0,holdout,800.0
961,50.0,holdout,800.0
962,50.0,holdout,800.0
963,50.0,holdout,800.0
964,50.0,holdout,800.0
965,50.0,holdout,800.0
966,50.0,holdout,800.0
967,50.0,holdout,800.0
968,50.0,holdout,800.0
969,50.0,holdout,800.0
970,50.0,holdout,800.0
971,50.0,holdout,800.0
972,50.0,holdout,800.0
973,50.0,holdout,800.0
974,50.0,holdout,800.0
975,50.0,holdout,800.0
976,50.0,holdout,800.0
977,50.0,holdout,800.0
978,50.0,holdout,800.0
979,50.0,holdout,800.0
980,50.0,holdout,800.0
981,50.0,holdout,800.0
982,50.0,holdout,800.0
983,50.0,holdout,800.0
984,50.0,holdout,800.0
985,50.0,holdout,800.0
986,50.0,holdout,800.0
987,50.0,holdout,800.0
988,50.0,holdout,800.0
989,50.0,holdout,800.0
990,50.0,holdout,800.0
991,50.0,holdout,800.0
992,50.0,holdout,800.0
993,50.0,holdout,800.0
994,50.0,holdout,800.0
995,50.0,holdout,800.0
996,50.0,holdout,800.0
997,50.0,holdout,800.0
998,50.0,holdout,800.0
999,50.0,holdout,800.0
1000,100.0,fit,800.0
1001,100.0,fit,800.0
1002,100.0,fit,800.0
1003,100.0,fit,800.0
1004,100.0,fit,800.0
1005,100.0,fit,800.0
1006,100.0,fit,800.0
1007,100.0,fit,800.0
1008,100.0,fit,800.0
1009,100.0,fit,800.0
1010,100.0,fit,800.0
1011,100.0,fit,800.0
1012,100.0,fit,800.0
1013,100.0,fit,800.0
1014,100.0,fit,800.0
1015,100.0,fit,800.0
1016,100.0,fit,800.0
1017,100.0,fit,800.0
1018,100.0,fit,800.0
1019,100.0,fit,800.0
1020,100.0,fit,800.0
1021,100.0,fit,800.0
1022,100.0,fit,800.0
1023,100.0,fit,800.0
1024,100.0,fit,800.0
1025,100.0,fit,800.0
1026,100.0,fit,800.0
1027,100.0,fit,800.0
1028,100.0,fit,800.0
1029,100.0,fit,800.0
1030,100.0,fit,800.0
1031,100.0,fit,800.0
